iter	Precision	Logloss
183	0.9512893983	0.1123828799
184	0.9522445081	0.112170041
185	0.9522445081	0.1117958238
186	0.9524262607	0.1114196817
187	0.9524714829	0.1109932535
188	0.9515669516	0.1105535986
189	0.9542857143	0.1102793709
190	0.9534220532	0.1098268889
191	0.9542857143	0.109639791
192	0.9535545024	0.109440988
193	0.9518413598	0.1091809587
194	0.9510818438	0.1086477081
195	0.9520676692	0.1080455915
196	0.9530956848	0.1075936937
197	0.9531396439	0.1072468993
198	0.9532273152	0.1069774255
199	0.954076851	0.1067818139
200	0.954076851	0.1066135335
201	0.9541627689	0.1062337755
202	0.953271028	0.1060128078
203	0.9533146592	0.1057043565
204	0.9533146592	0.105358159
205	0.954248366	0.1050850613
206	0.954333644	0.1047562576
207	0.953358209	0.1043632091
208	0.953358209	0.1040936654
209	0.9542910448	0.1038434671
210	0.954333644	0.1036600348
211	0.9534016775	0.1034033395
212	0.9535315985	0.1031796061
213	0.9535315985	0.1029865809
214	0.9535747447	0.1026217998
215	0.9536178108	0.1024571631
216	0.952734013	0.1020845739
217	0.9537037037	0.1019030902
218	0.9537037037	0.1015730885
219	0.9545454545	0.1012292284
220	0.9553903346	0.100973978
221	0.9554730983	0.1005351733
222	0.9555555556	0.1002154822
223	0.9545875811	0.09994822718
224	0.953746531	0.09973741735
225	0.9555143652	0.09959312169
226	0.9555143652	0.0994125621
227	0.9547134935	0.09917727929
228	0.953038674	0.09883777244
229	0.9539594843	0.0985815952
230	0.9540018399	0.09845139164
231	0.9540018399	0.09801193959
232	0.9540441176	0.09781931177
233	0.9549218031	0.09760913242
234	0.9548802947	0.097433879
235	0.9548802947	0.0972702977
236	0.9548802947	0.09714116715
237	0.9549632353	0.09697276219
238	0.9540863177	0.09683356727
239	0.9540441176	0.09640434509
240	0.9532110092	0.09611459637
241	0.9540863177	0.09586009999
242	0.9549632353	0.09569383243
243	0.9549632353	0.09549527751
244	0.9550870761	0.09525101967
245	0.9551282051	0.09513799584
246	0.9550870761	0.09490981885
247	0.9550458716	0.09468518177
248	0.9550045914	0.0945383824
249	0.9550458716	0.09440115519
250	0.9550458716	0.09431469504
251	0.9551692589	0.09409333679
252	0.9551692589	0.09395369133
253	0.9551692589	0.09361240302
254	0.9561643836	0.09341417981
255	0.9561643836	0.09328269231
256	0.9562043796	0.09298374909
257	0.956284153	0.09280028206
258	0.9579908676	0.09265790024
259	0.9580291971	0.09252377647
260	0.9571948998	0.09229157348
261	0.9571167883	0.09206644147
262	0.9571167883	0.09174443262
263	0.956284153	0.09146548756
264	0.9571948998	0.09119990992
265	0.9571948998	0.09103683879
266	0.9581056466	0.0905333055
267	0.9572727273	0.09042544918
268	0.957311535	0.0902435985
269	0.9582577132	0.08999053654
270	0.9582955576	0.08981153953
271	0.9582955576	0.08959396999
272	0.9592021759	0.0894251948
273	0.9591651543	0.08932307812
274	0.9600725953	0.08912537345
275	0.9600725953	0.08903057739
276	0.9601087942	0.08880205757
277	0.9601087942	0.08854678803
278	0.9592391304	0.08836045848
279	0.9593128391	0.08824066348
280	0.9593128391	0.08807687013
281	0.9584462511	0.08794951951
282	0.9575812274	0.08778643045
283	0.9567956796	0.08763892197
284	0.9576576577	0.08737302532
285	0.9568345324	0.08710386051
286	0.9577338129	0.08685763137
287	0.9569120287	0.08664246214
288	0.9569506726	0.08654317212
289	0.9586330935	0.08629871268
290	0.957771788	0.08615346102
291	0.9578096948	0.08593389263
292	0.95609319	0.08572333972
293	0.9560538117	0.08557732976
294	0.9569120287	0.08552929377
295	0.9569506726	0.08536050829
296	0.9569506726	0.08518918337
297	0.9561717352	0.08507065736
298	0.9561717352	0.08478588067
299	0.95625	0.08460387697
300	0.95625	0.08448201714
301	0.95625	0.08439545619
302	0.9570661896	0.08418337361
303	0.9570661896	0.08405347632
304	0.9571045576	0.08394551149
305	0.9571810883	0.08378347973
306	0.9571810883	0.08348765673
307	0.9572573464	0.08331188883
308	0.9563668744	0.08319163224
309	0.9572953737	0.08306875978
310	0.9564831261	0.08287763919
311	0.9564831261	0.08272483707
312	0.9564831261	0.08263796639
313	0.9573333333	0.08244840914
314	0.9565217391	0.0823152207
315	0.9565217391	0.08219961741
316	0.9565217391	0.08206013458
317	0.9557130204	0.08181000908
318	0.9556737589	0.08171933338
319	0.9565602837	0.08158684749
320	0.9574090506	0.08137092249
321	0.9574468085	0.0812089718
322	0.9574468085	0.08111600383
323	0.9574468085	0.0809442629
324	0.9574844996	0.08071894989
325	0.9574844996	0.08061606267
326	0.9575221239	0.08046010934
327	0.9575596817	0.08026212594
328	0.9576345984	0.07994586493
329	0.9584805654	0.0798600327
330	0.9576345984	0.07968231931
331	0.9576719577	0.07941818268
332	0.9576719577	0.07932302204
333	0.9576719577	0.07922238905
334	0.9577092511	0.07896564744
335	0.9585537919	0.07886795969
336	0.9585537919	0.07880078825
337	0.9585537919	0.07859705765
338	0.9585537919	0.07844850667
339	0.9593998235	0.07828013715
340	0.9593998235	0.07818870549
341	0.9593998235	0.07801259706
342	0.9593998235	0.07788851218
343	0.9593998235	0.07779842394
344	0.9593998235	0.07762385318
345	0.9593998235	0.07746464959
346	0.9594356261	0.07731939103
347	0.9594356261	0.07721393246
348	0.9594356261	0.0769775824
349	0.9594356261	0.07678766862
350	0.9594356261	0.07661707823
351	0.9594713656	0.07653599922
352	0.9594713656	0.07635344956
353	0.9586994728	0.07613571334
354	0.9595426561	0.07589386336
355	0.9586994728	0.07582932656
356	0.9595070423	0.07569462822
357	0.9596136962	0.07555159896
358	0.9596136962	0.07545502531
359	0.9596136962	0.07530789787
360	0.9596136962	0.07522346641
361	0.9596491228	0.07511707926
362	0.9596136962	0.07503141165
363	0.960456942	0.07478860032
364	0.9596136962	0.07461077445
365	0.9604916594	0.0744160264
366	0.9613356766	0.0741474315
367	0.9613356766	0.07408448957
368	0.9614035088	0.07393966
369	0.9614035088	0.07381584474
370	0.9613696225	0.07366983465
371	0.9614035088	0.07356998005
372	0.9614373357	0.07346680481
373	0.9614711033	0.07333441471
374	0.9614373357	0.07318703112
375	0.9622807018	0.07309140815
376	0.9622807018	0.07300115475
377	0.9622475856	0.07291634107
378	0.9622475856	0.07279703606
379	0.9622475856	0.07268844154
380	0.9622807018	0.07248764136
381	0.9614711033	0.07237374445
382	0.9623137599	0.07218495165
383	0.9606299213	0.07209176016
384	0.9605954466	0.07202132203
385	0.9614373357	0.0719086153
386	0.9614711033	0.07173526696
387	0.9623467601	0.07161972695
388	0.9623467601	0.07152013775
389	0.9615048119	0.07146002452
390	0.9614711033	0.07126693315
391	0.9623467601	0.07118424355
392	0.9623467601	0.07107968279
393	0.9623137599	0.07093796606
394	0.9623137599	0.07081273324
395	0.9623467601	0.07072005958
396	0.9615384615	0.07062331301
397	0.9615384615	0.0704678686
398	0.9615384615	0.07040162421
399	0.9615384615	0.07025158078
400	0.9623797025	0.07004517362
401	0.9623797025	0.06995788081
402	0.9623797025	0.06984507528
403	0.9624125874	0.06977748928
404	0.9624125874	0.0697225909
405	0.9624125874	0.06956626604
406	0.962478185	0.06949994605
407	0.962478185	0.06942724827
408	0.962478185	0.06931789587
409	0.962478185	0.06921311815
410	0.962510898	0.06908312224
411	0.962510898	0.06900610635
412	0.962510898	0.06892306891
413	0.962543554	0.06884725696
414	0.962510898	0.06872404064
415	0.9617058312	0.06859710192
416	0.962543554	0.06845543104
417	0.962543554	0.06833699617
418	0.9625761532	0.06820218223
419	0.9625761532	0.06810286446
420	0.9625761532	0.06801903742
421	0.9634146341	0.06794782785
422	0.9634146341	0.0678113026
423	0.9634146341	0.06771897668
424	0.9634464752	0.06758331766
425	0.9634464752	0.06749688038
426	0.9634782609	0.06742089501
427	0.9635099913	0.06725728223
428	0.9635416667	0.06715728728
429	0.9635416667	0.0670084624
430	0.9635099913	0.06691315256
431	0.9635416667	0.06680429744
432	0.9635416667	0.06671349422
433	0.9635732871	0.06665350523
434	0.9627383016	0.0665637597
435	0.9627383016	0.06640562328
436	0.9627059844	0.06631223027
437	0.9627059844	0.06621721652
438	0.9627059844	0.06615603805
439	0.9635732871	0.06603783745
440	0.9627705628	0.06586121715
441	0.9627705628	0.06581651663
442	0.9636048527	0.06573940745
443	0.9636048527	0.06561657024
444	0.9636048527	0.0655676405
445	0.9636048527	0.06550619294
446	0.9636048527	0.06540367902
447	0.9636363636	0.06533890578
448	0.9636363636	0.06525900181
449	0.9636363636	0.06518419119
450	0.9636363636	0.06510456858
451	0.9636363636	0.06501468136
452	0.9636363636	0.06487248996
453	0.9636363636	0.06482934855
454	0.9636678201	0.06473835687
455	0.9636363636	0.06462445709
456	0.9636363636	0.06454629768
457	0.9636363636	0.06446220221
458	0.9636678201	0.06436847704
459	0.9636992221	0.06429364864
460	0.9636992221	0.06416100001
461	0.9636992221	0.06406838758
462	0.9637305699	0.0639620753
463	0.9637305699	0.06381836425
464	0.9636992221	0.06372918107
465	0.9637305699	0.06359141684
466	0.9637305699	0.06347431476
467	0.9637305699	0.06333872184
468	0.9637305699	0.06325832771
469	0.9637305699	0.06316221793
470	0.9637305699	0.06306289932
471	0.9637305699	0.06299568733
472	0.9637305699	0.06295631716
473	0.9637305699	0.06288888533
474	0.9637305699	0.06282348467
475	0.9645941278	0.06271997849
476	0.9645941278	0.06266899432
477	0.9645941278	0.0625499844
478	0.9654576857	0.06244219878
479	0.9654576857	0.06235119222
480	0.9654576857	0.06224013748
481	0.9654576857	0.06218045571
482	0.9654874892	0.06208326995
483	0.9654874892	0.06192549595
484	0.9654576857	0.06188725967
485	0.9646551724	0.06182827978
486	0.9646856158	0.0617432909
487	0.9646551724	0.06166881099
488	0.9646551724	0.06162274443
489	0.9646551724	0.06155818421
490	0.9646551724	0.06148697156
491	0.9654874892	0.06137498953
492	0.9646856158	0.0612403743
493	0.9647160069	0.06112086342
494	0.9647463457	0.06102816186
495	0.9647463457	0.06090239171
496	0.9656061909	0.06078905749
497	0.9656061909	0.06067650048
498	0.9655765921	0.06055908108
499	0.9664082687	0.06051486264
500	0.9664082687	0.06046141446
501	0.9656357388	0.06037217177
502	0.9656061909	0.06030101626
503	0.9664371773	0.06024652298
504	0.9664948454	0.06009647467
505	0.9672977625	0.06001990186
506	0.9672977625	0.05991273284
507	0.9672977625	0.05982632867
508	0.9665236052	0.05970706389
509	0.9664948454	0.05964930046
510	0.9665236052	0.05961609207
511	0.9673539519	0.0595672475
512	0.9665236052	0.05949924545
513	0.9665236052	0.0594388737
514	0.9665523156	0.05940155511
515	0.9665523156	0.05930424216
516	0.9665809769	0.05916433372
517	0.966609589	0.05906524366
518	0.9674378749	0.05895916635
519	0.9665809769	0.05889348204
520	0.9665809769	0.05884898446
521	0.9665523156	0.05875002017
522	0.9665523156	0.05865640143
523	0.9665523156	0.05854315065
524	0.9665523156	0.05850092949
525	0.9665523156	0.05839720863
526	0.9665523156	0.05833111005
527	0.9665809769	0.05828237976
528	0.9665809769	0.05822765968
529	0.9665809769	0.05818280614
530	0.9665809769	0.05810983535
531	0.9665809769	0.05807914957
532	0.9665809769	0.05800464835
533	0.9665809769	0.0579722041
534	0.9665809769	0.05792381526
535	0.9665809769	0.05785967015
536	0.9665809769	0.05781126831
537	0.9665809769	0.05776211798
538	0.9674099485	0.05772253218
539	0.9674099485	0.05767536951
540	0.9674099485	0.05754565079
541	0.9674378749	0.05745850805
542	0.9674378749	0.05739121634
543	0.9674378749	0.05730956939
544	0.9682675815	0.05718234431
545	0.9690987124	0.05711103188
546	0.9674378749	0.05702109866
547	0.9674378749	0.05695190245
548	0.9674657534	0.05686476321
549	0.9674657534	0.05681237282
550	0.9691252144	0.05670488712
551	0.9691252144	0.056676544
552	0.9690987124	0.05661134071
553	0.9682675815	0.05653122517
554	0.9690987124	0.05645668871
555	0.9691252144	0.05635215967
556	0.969151671	0.05625743546
557	0.969151671	0.0561943241
558	0.969151671	0.05611222496
559	0.969151671	0.05601643177
560	0.969151671	0.05591501358
561	0.969151671	0.05579263827
562	0.969151671	0.05568729063
563	0.969151671	0.05559935901
564	0.969151671	0.0555483105
565	0.9691780822	0.05548065055
566	0.9691780822	0.05539700003
567	0.9691780822	0.0553364374
568	0.9692044482	0.05528337843
569	0.9692044482	0.05523789418
570	0.9692044482	0.05517550448
571	0.9692044482	0.05512827493
572	0.9692044482	0.05508219582
573	0.9692044482	0.0550298665
574	0.9692044482	0.05496726069
575	0.9692307692	0.05488684445
576	0.9692044482	0.05484778283
577	0.9692307692	0.05479998321
578	0.9700598802	0.05474570726
579	0.9700598802	0.05468292982
580	0.9700598802	0.05462237656
581	0.9700598802	0.05455615867
582	0.9700598802	0.05451931118
583	0.970890411	0.05441912782
584	0.970890411	0.05432700851
585	0.970890411	0.05425556317
586	0.970890411	0.05419629211
587	0.970890411	0.05411494395
588	0.970890411	0.05407570704
589	0.970890411	0.0539945687
590	0.970890411	0.0539252506
591	0.970890411	0.05382923142
592	0.970890411	0.05380163315
593	0.9709153122	0.05373558091
594	0.970890411	0.05368219493
595	0.970890411	0.05362082732
596	0.970890411	0.0535752387
597	0.9717465753	0.05350475515
598	0.971722365	0.05343910035
599	0.9717465753	0.05340008878
600	0.9717465753	0.05336335429
601	0.9717707442	0.05329676415
602	0.9726027397	0.0532273463
603	0.9717707442	0.05317866012
604	0.9717707442	0.05312739667
605	0.9717707442	0.05309516936
606	0.9717707442	0.05303480068
607	0.9717707442	0.0529393297
608	0.9717707442	0.05284781252
609	0.9717707442	0.05274000879
610	0.9717707442	0.05267636564
611	0.9717707442	0.05262855436
612	0.9717707442	0.05258080599
613	0.9717707442	0.05251312915
614	0.9717948718	0.05246224469
615	0.9717948718	0.05238096037
616	0.9717948718	0.05234598665
617	0.9717948718	0.05229586266
618	0.9717948718	0.05224111281
619	0.9717948718	0.05217153418
620	0.9718189582	0.05210776942
621	0.9718189582	0.05207676162
622	0.9726729291	0.05202455389
623	0.9726729291	0.05196998368
624	0.9726729291	0.05188582526
625	0.9726729291	0.051838507
626	0.9726729291	0.05177194717
627	0.9726729291	0.05169660276
628	0.9726729291	0.05165662506
629	0.9726729291	0.05160628214
630	0.9726729291	0.05156311155
631	0.9726729291	0.05143373608
632	0.9726962457	0.05139924282
633	0.9726962457	0.05136612561
634	0.9726962457	0.05133074028
635	0.9726962457	0.05128843615
636	0.9726962457	0.05122731253
637	0.9726962457	0.05116245797
638	0.9726962457	0.05112554539
639	0.9726962457	0.0510763611
640	0.9726962457	0.05102417873
641	0.9726962457	0.0509683683
642	0.9726962457	0.05093823299
643	0.9726962457	0.05089966575
644	0.9726962457	0.05084884564
645	0.9726962457	0.05081643638
646	0.9726962457	0.05070406224
647	0.9726962457	0.05065270217
648	0.9727195226	0.0505804818
649	0.9727195226	0.05051061363
650	0.9727195226	0.05045311896
651	0.9735494881	0.05037890337
652	0.9735269001	0.0503125916
653	0.9735269001	0.05027644417
654	0.9735269001	0.05019972514
655	0.9735269001	0.05011431192
656	0.9735269001	0.05005788216
657	0.9735269001	0.05000208222
658	0.9735269001	0.04995492484
659	0.9735269001	0.04993859403
660	0.9735269001	0.04987045331
661	0.9735269001	0.04983186641
662	0.9735494881	0.04977886392
663	0.9735494881	0.04973339218
664	0.9735494881	0.04969154991
665	0.9735494881	0.04961926512
666	0.9735720375	0.04958018824
667	0.9744027304	0.04951768587
668	0.9744027304	0.04947820686
669	0.9744027304	0.04942647658
670	0.9744027304	0.04940126537
671	0.9744027304	0.04935273766
672	0.9744027304	0.04930994955
673	0.9744027304	0.04927441747
674	0.9744027304	0.0492178033
675	0.9744027304	0.04918804097
676	0.9744027304	0.04913778845
677	0.9744027304	0.04907466413
678	0.9744027304	0.04905381996
679	0.9744027304	0.04896859101
680	0.975234842	0.04887540694
681	0.9752559727	0.04874945306
682	0.9744245524	0.04869820258
683	0.9744245524	0.04867085655
684	0.976088813	0.0486329992
685	0.9752559727	0.04857270869
686	0.9752559727	0.04848019289
687	0.9752559727	0.04839797861
688	0.9752559727	0.04836357904
689	0.9752559727	0.04831337299
690	0.9752559727	0.04828408307
691	0.9752559727	0.04823223089
692	0.9752559727	0.04815426213
693	0.9752770673	0.04810220512
694	0.9752981261	0.04804708298
695	0.9752981261	0.04796824716
696	0.9752981261	0.04792171539
697	0.9761295823	0.0478455545
698	0.9761295823	0.04778773466
699	0.9761499148	0.04771057266
700	0.9761499148	0.04765827205
701	0.9761499148	0.04762107696
702	0.9761499148	0.04759848789
703	0.9761702128	0.04754229517
704	0.9761702128	0.04746909226
705	0.9761702128	0.04744409588
706	0.9761702128	0.04739185093
707	0.9761702128	0.04733986325
708	0.9761702128	0.04728905045
709	0.9761702128	0.04724524471
710	0.9761904762	0.04721687014
711	0.9761904762	0.04718582996
712	0.9761904762	0.04715136539
713	0.9761904762	0.04710203562
714	0.9761904762	0.04707088757
715	0.9761904762	0.04702325205
716	0.9761904762	0.04699145497
717	0.9761904762	0.0469662161
718	0.9761904762	0.04691769016
719	0.9761904762	0.04688462418
720	0.9761904762	0.04683394496
721	0.9761904762	0.04676782667
722	0.9761904762	0.04671566487
723	0.9761904762	0.04667875216
724	0.9761904762	0.04664468229
725	0.9761702128	0.0466069629
726	0.9761904762	0.04654319358
727	0.9761904762	0.04651085817
728	0.9761904762	0.04643753847
729	0.9761702128	0.04637676513
730	0.9770017036	0.04631981668
731	0.9770017036	0.04625787473
732	0.9769820972	0.04619848951
733	0.9770017036	0.04612484529
734	0.9770017036	0.04609263039
735	0.9770017036	0.04607031676
736	0.9770017036	0.04601795092
737	0.9770212766	0.0459806232
738	0.9770212766	0.04591146339
739	0.9770212766	0.04587307917
740	0.9770212766	0.04583036093
741	0.9770212766	0.0457891558
742	0.9770212766	0.04576386996
743	0.9770212766	0.04571850399
744	0.9770212766	0.04564420094
745	0.9770212766	0.045632336
746	0.9770408163	0.04554052477
747	0.9770408163	0.04551918478
748	0.9770408163	0.04547643227
749	0.9770408163	0.04541850141
750	0.9770603229	0.04536448661
751	0.9770603229	0.0453283091
752	0.9770603229	0.04527985662
753	0.9770603229	0.04525958989
754	0.9770797963	0.04522483301
755	0.9770992366	0.04517137441
756	0.9770992366	0.04510695128
757	0.9770992366	0.04507205067
758	0.9770992366	0.04504606962
759	0.9770992366	0.0450130581
760	0.9770992366	0.04495402221
761	0.9779099405	0.04490333784
762	0.9779099405	0.04486073849
763	0.9779099405	0.04480744289
764	0.9779099405	0.04478478513
765	0.9779099405	0.04474734556
766	0.9779099405	0.04471450201
767	0.9779099405	0.044650515
768	0.9779099405	0.04459937057
769	0.9770797963	0.04455418928
770	0.9770797963	0.04450260076
771	0.9770797963	0.04445593476
772	0.9770992366	0.04437441035
773	0.9770992366	0.04435279941
774	0.9779286927	0.04430753372
775	0.9779474131	0.04425837426
776	0.9779474131	0.04422541448
777	0.9787775891	0.04418339476
778	0.9787775891	0.0441580681
779	0.9787775891	0.04412110992
780	0.9787955895	0.04406076037
781	0.9796264856	0.04400639737
782	0.9787955895	0.04397530381
783	0.9788314987	0.04387645146
784	0.9788314987	0.04380857664
785	0.9788314987	0.04376000769
786	0.9788135593	0.04371496873
787	0.9788314987	0.04366880872
788	0.9788314987	0.04363578345
789	0.9788314987	0.04358127882
790	0.9788314987	0.04355796061
791	0.9788314987	0.04351976513
792	0.9788314987	0.04348755828
793	0.9788314987	0.0434542736
794	0.9788314987	0.04341484397
795	0.9788314987	0.04339448747
796	0.9788314987	0.04332969624
797	0.9788314987	0.0432895334
798	0.9788314987	0.04327356281
799	0.9788314987	0.04322565199
800	0.9788314987	0.04318077836
801	0.9788314987	0.04314943359
802	0.9788314987	0.04311079866
803	0.9788314987	0.04306524649
804	0.9788314987	0.04300082331
805	0.9788314987	0.0429713921
806	0.9796610169	0.04291286468
807	0.9796610169	0.04286107456
808	0.9796610169	0.04283875548
809	0.9796782388	0.0427925807
810	0.9796954315	0.04277115722
811	0.9796954315	0.04273441475
812	0.9796954315	0.04269804758
813	0.9796954315	0.04265215064
814	0.9796954315	0.04262043741
815	0.9796954315	0.04258247967
816	0.9796954315	0.04255870481
817	0.9805249788	0.0425231449
818	0.9805249788	0.04248577765
819	0.9805249788	0.04245706343
820	0.9796954315	0.04241193443
821	0.9805249788	0.04235263408
822	0.9805249788	0.04230464751
823	0.9805249788	0.04228361388
824	0.9805249788	0.04225365536
825	0.9805249788	0.04222676141
826	0.9805249788	0.04215205988
827	0.9796954315	0.04211641547
828	0.9796954315	0.0420774597
829	0.9796782388	0.04204824022
830	0.9805414552	0.04201545198
831	0.9805249788	0.0419488586
832	0.9805414552	0.04191613915
833	0.9805414552	0.04189041527
834	0.9805414552	0.04185656157
835	0.9805414552	0.04182603301
836	0.9805414552	0.04180154772
837	0.9805414552	0.04176550638
838	0.9805414552	0.0417374449
839	0.9805414552	0.04171468571
840	0.9805414552	0.04167133195
841	0.9805414552	0.04162348848
842	0.9805414552	0.04159943492
843	0.9805414552	0.04157118424
844	0.9805414552	0.04153593432
845	0.9805414552	0.04151268962
846	0.9805414552	0.04147115082
847	0.9813717189	0.0414273841
848	0.9805414552	0.04137307035
849	0.9805414552	0.04132488682
850	0.9805414552	0.04129308128
851	0.9805414552	0.04124123189
852	0.9805414552	0.04120133766
853	0.9805414552	0.04116096389
854	0.9805414552	0.04112736047
855	0.9805414552	0.04107707034
856	0.9805414552	0.04103899993
857	0.9813717189	0.04099632617
858	0.9813874788	0.04094738454
859	0.9814032122	0.04091432138
860	0.9814189189	0.04089239111
861	0.9805907173	0.04083030368
862	0.9805907173	0.04079765646
863	0.9805743243	0.04077050107
864	0.9805743243	0.04074240169
865	0.9797468354	0.04070210335
866	0.9797639123	0.04065542308
867	0.9797639123	0.04061575081
868	0.9797639123	0.04058913822
869	0.9797639123	0.0405516751
870	0.9797468354	0.04051150393
871	0.9797468354	0.0404807592
872	0.9797468354	0.04045771873
873	0.9797468354	0.04041279723
874	0.9797468354	0.04038622369
875	0.9805743243	0.04036830631
876	0.9805743243	0.04032521417
877	0.9814189189	0.04027727091
878	0.9814189189	0.04022965236
879	0.9814189189	0.04020299028
